"protocol_id","label","g","q","training_seed","target_budget_kimg","training_status","checkpoint_64kimg_retained","checkpoint_128kimg_retained","checkpoint_256kimg_retained","checkpoint_256kimg_path","nfe1_evaluation_status","nfe2_evaluation_status","overall_status","notes"
"g-screen-q128-s3-5k-v1","g0_9","0.9","128","3","256","completed","false","false","true","g_screen/g0_9/network-snapshot-000026.pkl","completed","completed","completed_with_protocol_deviations","64/128 kimg checkpoints unavailable; raw residual and gradient RMS not logged"
"g-screen-q128-s3-5k-v1","g1_0","1.0","128","3","256","completed","false","false","true","g_screen/g1_0/network-snapshot-000026.pkl","completed","completed","completed_with_protocol_deviations","64/128 kimg checkpoints unavailable; raw residual and gradient RMS not logged"
"g-screen-q128-s3-5k-v1","g1_05","1.05","128","3","256","completed","false","false","true","g_screen/g1_05/network-snapshot-000026.pkl","completed","completed","completed_with_protocol_deviations","64/128 kimg checkpoints unavailable; raw residual and gradient RMS not logged"
"g-screen-q128-s3-5k-v1","g1_1","1.1","128","3","256","completed","false","false","true","g_screen/g1_1/network-snapshot-000026.pkl","completed","completed","completed_with_protocol_deviations","64/128 kimg checkpoints unavailable; raw residual and gradient RMS not logged"
"g-screen-q128-s3-5k-v1","g1_2","1.2","128","3","256","completed","false","false","true","g_screen/g1_2/network-snapshot-000026.pkl","completed","completed","completed_with_protocol_deviations","64/128 kimg checkpoints unavailable; raw residual and gradient RMS not logged"
"g-screen-q128-s3-5k-v1","g1_3","1.3","128","3","256","completed","false","false","true","g_screen/g1_3/network-snapshot-000026.pkl","completed","completed","completed_with_protocol_deviations","64/128 kimg checkpoints unavailable; raw residual and gradient RMS not logged"
