metric,nfe,fixed_mean,fixed_std,adaptive_v2_mean,adaptive_v2_std,mean_delta,relative_mean_delta_percent,improved_seed_count,leave_one_out_all_mean_improved
kid5k_full,1,0.21652775506178537,0.0024486362091920492,0.22468526164690653,0.0061539344222140205,0.008157506585121155,3.767418446098719,0,False
kid5k_full,2,0.03799073894818624,0.0004175989582192218,0.039160008231798805,0.0004125046051352053,0.001169269283612569,3.077774520804334,0,False
fid5k_full,1,222.9240986544903,1.8452596590174655,229.00990043163884,4.967170607220294,6.08580177714857,2.7299882847483916,0,False
fid5k_full,2,51.604300287378265,0.4260705232111774,52.56036926672334,0.3096938242434437,0.9560689793450692,1.8526924578394453,0,False
