attempted_iteration,successful_optimizer_steps,processed_kimg,loss,grad_scale,step_skipped,schedule,stage,next_loop_cur_tick,loss_ema,loss_reference,correction,signal_updates,adaptive_active,r_over_t_mean,gap_mean,seconds,peak_vram_mib
1,0,0.128000,17.43800414,65536,true,sigmoid,0,1,,,0,0,0,0.985027313537,0.0149726864625,10.232781,5916.343296
2,0,0.256000,15.58556235,32768,true,sigmoid,0,1,,,0,0,0,0.985740699361,0.0142593006393,11.466518,2136.822784
3,0,0.384000,14.58243215,16384,true,sigmoid,0,1,,,0,0,0,0.986311333802,0.0136886661981,12.176763,2136.822784
4,0,0.512000,16.70184863,8192,true,sigmoid,0,1,,,0,0,0,0.98487265029,0.01512734971,12.887491,2136.822784
5,0,0.640000,16.54862309,4096,true,sigmoid,0,1,,,0,0,0,0.985239008737,0.0147609912629,13.600498,2136.822784
6,0,0.768000,14.78065419,2048,true,sigmoid,0,1,,,0,0,0,0.98600844441,0.0139915555895,14.311404,2136.822784
7,0,0.896000,15.53694117,1024,true,sigmoid,0,1,,,0,0,0,0.985355514752,0.0146444852475,15.020646,2136.822784
8,0,1.024000,17.26551628,512,true,sigmoid,0,1,,,0,0,0,0.984742251318,0.0152577486823,15.734099,2136.822784
9,1,1.152000,14.61502850,256,false,sigmoid,0,1,,,0,0,0,0.986664886544,0.0133351134557,17.122953,2136.822784
10,1,1.280000,20.59399605,256,true,sigmoid,0,1,,,0,0,0,0.985567470675,0.0144325293253,17.847259,2562.343936
11,2,1.408000,22.77735019,128,false,sigmoid,0,1,,,0,0,0,0.984892679519,0.0151073204805,18.569533,2562.343936
12,3,1.536000,30.01600957,128,false,sigmoid,0,1,,,0,0,0,0.985862367774,0.0141376322257,19.292414,2562.343936
13,4,1.664000,30.77061582,128,false,sigmoid,0,1,,,0,0,0,0.985934238271,0.0140657617287,20.019537,2562.343936
14,5,1.792000,32.13111711,128,false,sigmoid,0,1,,,0,0,0,0.985535519035,0.0144644809647,20.741006,2562.343936
15,6,1.920000,36.15942693,128,false,sigmoid,0,1,,,0,0,0,0.985208441271,0.0147915587295,21.465676,2562.343936
16,7,2.048000,31.90231442,128,false,sigmoid,0,1,,,0,0,0,0.985868774635,0.0141312253653,22.188073,2562.343936
17,8,2.176000,33.32185030,128,false,sigmoid,0,1,,,0,0,0,0.985735217549,0.0142647824507,22.912640,2562.343936
18,9,2.304000,34.30197692,128,false,sigmoid,0,1,,,0,0,0,0.985327792917,0.0146722070827,23.642150,2562.343936
19,10,2.432000,30.52674747,128,false,sigmoid,0,1,,,0,0,0,0.986374493891,0.0136255061094,24.368455,2562.343936
20,11,2.560000,34.55629063,128,false,sigmoid,0,1,,,0,0,0,0.985232173042,0.014767826958,25.095857,2562.343936
21,12,2.688000,32.59893203,128,false,sigmoid,0,1,,,0,0,0,0.985858247052,0.014141752948,25.820811,2562.343936
22,13,2.816000,33.34565592,128,false,sigmoid,0,1,,,0,0,0,0.985632034802,0.0143679651977,26.547334,2562.343936
23,14,2.944000,36.37136698,128,false,sigmoid,0,1,,,0,0,0,0.985157395306,0.0148426046942,27.277691,2562.343936
