attempted_iteration,successful_optimizer_steps,processed_nimg,processed_kimg,loss,grad_scale,step_skipped,schedule,stage,next_loop_cur_tick,loss_ema,loss_reference,correction,signal_updates,adaptive_active,r_over_t_mean,gap_mean,elapsed_sec,peak_vram_gb
18,9,2304.0,2.304000,34.27615952,128,0,adaptive_v1,0,1,18.2581533388,16.072559002,-0.00634059649507,4,1,0.978987166264,0.0210128337356,22.717201,2.505386
19,10,2432.0,2.432000,30.38101983,128,0,adaptive_v1,0,1,18.2581533388,16.072559002,-0.00634059649507,4,1,0.98003387471,0.01996612529,23.507261,2.505386
20,11,2560.0,2.560000,34.47250009,128,0,adaptive_v1,0,1,19.7435508843,16.072559002,-0.0101429993673,5,1,0.978891550394,0.021108449606,24.295790,2.505386
21,12,2688.0,2.688000,32.54756379,128,0,adaptive_v1,0,1,19.7435508843,16.072559002,-0.0101429993673,5,1,0.975715264542,0.0242847354582,25.087172,2.505386
22,13,2816.0,2.816000,33.36939549,128,0,adaptive_v1,0,1,19.7435508843,16.072559002,-0.0101429993673,5,1,0.975489054721,0.0245109452795,25.869452,2.505386
23,14,2944.0,2.944000,36.31612206,128,0,adaptive_v1,0,1,19.7435508843,16.072559002,-0.0101429993673,5,1,0.975014416776,0.0249855832243,26.653650,2.505386
24,15,3072.0,3.072000,35.71330714,128,0,adaptive_v1,0,1,21.2178555079,16.072559002,-0.0135401265047,6,1,0.975179007209,0.0248209927906,27.447257,2.505386
25,16,3200.0,3.200000,32.14217973,128,0,adaptive_v1,0,1,21.2178555079,16.072559002,-0.0135401265047,6,1,0.971943214099,0.0280567859012,28.241573,2.505386
26,17,3328.0,3.328000,31.18725514,128,0,adaptive_v1,0,1,21.2178555079,16.072559002,-0.0135401265047,6,1,0.972618835913,0.0273811640868,29.036459,2.505386
27,18,3456.0,3.456000,30.95604324,128,0,adaptive_v1,0,1,21.2178555079,16.072559002,-0.0135401265047,6,1,0.972574840603,0.0274251593967,29.828097,2.505386
28,19,3584.0,3.584000,36.05784059,128,0,adaptive_v1,0,1,22.3546529247,16.072559002,-0.0159224929161,7,1,0.971534513442,0.0284654865582,30.619179,2.505386
29,20,3712.0,3.712000,37.45729899,128,0,adaptive_v1,0,1,22.3546529247,16.072559002,-0.0159224929161,7,1,0.968699136105,0.0313008638953,31.402490,2.505386
30,21,3840.0,3.840000,28.91759324,128,0,adaptive_v1,0,1,22.3546529247,16.072559002,-0.0159224929161,7,1,0.970675258172,0.0293247418277,32.188233,2.505386
31,22,3968.0,3.968000,34.75320554,128,0,adaptive_v1,0,1,22.3546529247,16.072559002,-0.0159224929161,7,1,0.969298905045,0.0307010949549,32.968172,2.505386
32,23,4096.0,4.096000,32.38156509,128,0,adaptive_v1,0,1,23.4569292039,16.072559002,-0.0180507504207,8,1,0.969827377987,0.0301726220126,33.757006,2.505386
33,24,4224.0,4.224000,32.53895283,128,0,adaptive_v1,0,1,23.4569292039,16.072559002,-0.0180507504207,8,1,0.967517828351,0.0324821716491,34.531791,2.505386
34,25,4352.0,4.352000,35.08261490,128,0,adaptive_v1,0,1,23.4569292039,16.072559002,-0.0180507504207,8,1,0.967078206632,0.032921793368,35.303565,2.505386
35,26,4480.0,4.480000,30.87568855,128,0,adaptive_v1,0,1,23.4569292039,16.072559002,-0.0180507504207,8,1,0.967898218596,0.0321017814041,36.094461,2.505386
36,27,4608.0,4.608000,34.58174896,128,0,adaptive_v1,0,1,24.4382114145,16.072559002,-0.019805838653,9,1,0.967428892321,0.0325711076788,36.889354,2.505386
37,28,4736.0,4.736000,34.46220326,128,0,adaptive_v1,0,1,24.4382114145,16.072559002,-0.019805838653,9,1,0.965608137725,0.0343918622746,37.683613,2.505386
38,29,4864.0,4.864000,30.89106727,128,0,adaptive_v1,0,1,24.4382114145,16.072559002,-0.019805838653,9,1,0.966305269687,0.0336947303131,38.476607,2.505386
39,30,4992.0,4.992000,32.11796856,128,0,adaptive_v1,0,1,24.4382114145,16.072559002,-0.019805838653,9,1,0.965888790848,0.034111209152,39.254681,2.505386
40,31,5120.0,5.120000,34.15533781,128,0,adaptive_v1,0,1,25.2850546956,16.072559002,-0.0212221973014,10,1,0.965528909409,0.034471090591,40.040271,2.505386
41,32,5248.0,5.248000,32.61333084,128,0,adaptive_v1,0,1,25.2850546956,16.072559002,-0.0212221973014,10,1,0.964569469404,0.0354305305961,40.863616,2.505386
42,33,5376.0,5.376000,31.61133313,128,0,adaptive_v1,0,1,25.2850546956,16.072559002,-0.0212221973014,10,1,0.964644008416,0.035355991584,41.704882,2.505386
43,34,5504.0,5.504000,32.42488122,128,0,adaptive_v1,0,1,25.9782007324,16.072559002,-0.0223179601929,11,1,0.964166277875,0.0358337221247,42.552816,2.505386
44,35,5632.0,5.632000,32.79802203,128,0,adaptive_v1,0,1,25.9782007324,16.072559002,-0.0223179601929,11,1,0.963412872057,0.0365871279429,43.375216,2.505386
45,36,5760.0,5.760000,31.28790212,128,0,adaptive_v1,0,1,25.9782007324,16.072559002,-0.0223179601929,11,1,0.963483667962,0.036516332038,44.217015,2.505386
46,37,5888.0,5.888000,32.81828880,128,0,adaptive_v1,0,1,25.9782007324,16.072559002,-0.0223179601929,11,1,0.963356875481,0.0366431245192,45.056837,2.505386
47,38,6016.0,6.016000,32.48688889,128,0,adaptive_v1,0,1,26.6151582051,16.072559002,-0.0232772514835,12,1,0.963432185672,0.036567814328,45.913555,2.505386
48,39,6144.0,6.144000,32.73061013,128,0,adaptive_v1,0,1,26.6151582051,16.072559002,-0.0232772514835,12,1,0.962289453845,0.0377105461554,46.733693,2.505386
49,40,6272.0,6.272000,32.09165025,128,0,adaptive_v1,0,1,26.6151582051,16.072559002,-0.0232772514835,12,1,0.962399986075,0.0376000139245,47.573663,2.505386
50,41,6400.0,6.400000,34.13160205,128,0,adaptive_v1,0,1,26.6151582051,16.072559002,-0.0232772514835,12,1,0.962129651772,0.0378703482283,48.364974,2.505386
51,42,6528.0,6.528000,30.16995287,128,0,adaptive_v1,0,1,27.1817377671,16.072559002,-0.0240940751106,13,1,0.963047957377,0.0369520426233,49.173323,2.505386
52,43,6656.0,6.656000,27.73114228,128,0,adaptive_v1,0,1,27.1817377671,16.072559002,-0.0240940751106,13,1,0.962533181003,0.0374668189974,49.970533,2.505386
53,44,6784.0,6.784000,31.66131520,128,0,adaptive_v1,0,1,27.1817377671,16.072559002,-0.0240940751106,13,1,0.961796922179,0.0382030778207,50.776997,2.505386
54,45,6912.0,6.912000,31.80076480,128,0,adaptive_v1,0,1,27.1817377671,16.072559002,-0.0240940751106,13,1,0.961801561975,0.0381984380248,51.561897,2.505386
55,46,7040.0,7.040000,32.50600410,128,0,adaptive_v1,0,1,27.5560446498,16.072559002,-0.0246156422674,14,1,0.961841228806,0.0381587711935,52.354820,2.505386
56,47,7168.0,7.168000,32.98093915,128,0,adaptive_v1,0,1,27.5560446498,16.072559002,-0.0246156422674,14,1,0.960955127452,0.0390448725483,53.132340,2.505386
57,48,7296.0,7.296000,33.61744881,128,0,adaptive_v1,0,1,27.5560446498,16.072559002,-0.0246156422674,14,1,0.960629453135,0.0393705468654,53.920213,2.505386
58,49,7424.0,7.424000,35.25788331,128,0,adaptive_v1,0,1,27.5560446498,16.072559002,-0.0246156422674,14,1,0.96031612357,0.0396838764299,54.746932,2.505386
59,50,7552.0,7.552000,37.36507988,128,0,adaptive_v1,0,1,28.2809739635,16.072559002,-0.0255866901983,15,1,0.959763692437,0.0402363075634,55.540664,2.505386
60,51,7680.0,7.680000,30.68304324,128,0,adaptive_v1,0,1,28.2809739635,16.072559002,-0.0255866901983,15,1,0.960493563837,0.0395064361634,56.350876,2.505386
61,52,7808.0,7.808000,29.76922059,128,0,adaptive_v1,0,1,28.2809739635,16.072559002,-0.0255866901983,15,1,0.960483878412,0.0395161215879,57.197250,2.505386
62,53,7936.0,7.936000,32.49748349,128,0,adaptive_v1,0,1,28.2809739635,16.072559002,-0.0255866901983,15,1,0.960019365444,0.0399806345556,58.035825,2.505386
63,54,8064.0,8.064000,31.32212567,128,0,adaptive_v1,0,1,28.5596733921,16.072559002,-0.0259467915189,16,1,0.960398031024,0.0396019689759,58.856453,2.505386
64,55,8192.0,8.192000,33.20299244,128,0,adaptive_v1,0,1,28.5596733921,16.072559002,-0.0259467915189,16,1,0.9595683073,0.0404316926999,59.663640,2.505386
65,56,8320.0,8.320000,32.58785176,128,0,adaptive_v1,0,1,28.5596733921,16.072559002,-0.0259467915189,16,1,0.959417316527,0.0405826834729,60.449570,2.505386
66,57,8448.0,8.448000,28.07476497,128,0,adaptive_v1,0,1,28.5596733921,16.072559002,-0.0259467915189,16,1,0.960728339003,0.0392716609972,61.251325,2.505386
67,58,8576.0,8.576000,31.08085418,128,0,adaptive_v1,0,1,28.8273676366,16.072559002,-0.0262859953317,17,1,0.95979847892,0.0402015210796,62.038928,2.505386
68,59,8704.0,8.704000,28.73021579,128,0,adaptive_v1,0,1,28.8273676366,16.072559002,-0.0262859953317,17,1,0.959962201991,0.0400377980086,62.846579,2.505386
69,60,8832.0,8.832000,26.55321002,128,0,adaptive_v1,0,1,28.8273676366,16.072559002,-0.0262859953317,17,1,0.960838870573,0.0391611294269,63.687783,2.505386
70,61,8960.0,8.960000,34.31698680,128,0,adaptive_v1,0,1,28.8273676366,16.072559002,-0.0262859953317,17,1,0.958902178777,0.0410978212233,64.508013,2.505386
71,62,9088.0,9.088000,31.09656119,128,0,adaptive_v1,0,1,28.9620552179,16.072559002,-0.0264542331371,18,1,0.959738514921,0.0402614850789,65.350022,2.505386
72,63,9216.0,9.216000,35.58643413,128,0,adaptive_v1,0,1,28.9620552179,16.072559002,-0.0264542331371,18,1,0.958484711372,0.0415152886278,66.189042,2.505386
73,64,9344.0,9.344000,26.35788846,128,0,adaptive_v1,0,1,28.9620552179,16.072559002,-0.0264542331371,18,1,0.96045597714,0.0395440228597,66.998677,2.505386
74,65,9472.0,9.472000,29.82581568,128,0,adaptive_v1,0,1,28.9620552179,16.072559002,-0.0264542331371,18,1,0.959830618018,0.040169381982,67.797787,2.505386
75,66,9600.0,9.600000,30.96433759,128,0,adaptive_v1,0,1,29.1342115924,16.072559002,-0.0266669420927,19,1,0.959379555733,0.0406204442673,68.585398,2.505386
76,67,9728.0,9.728000,33.06616807,128,0,adaptive_v1,0,1,29.1342115924,16.072559002,-0.0266669420927,19,1,0.95870728912,0.04129271088,69.368004,2.505386
77,68,9856.0,9.856000,37.15334249,128,0,adaptive_v1,0,1,29.1342115924,16.072559002,-0.0266669420927,19,1,0.957875513293,0.042124486707,70.181732,2.505386
78,69,9984.0,9.984000,30.20561814,128,0,adaptive_v1,0,1,29.1342115924,16.072559002,-0.0266669420927,19,1,0.95952507234,0.0404749276603,71.014496,2.505386
79,70,10112.0,10.112000,36.32206392,128,0,adaptive_v1,0,1,29.6394702487,16.072559002,-0.0272764432999,20,1,0.957988126301,0.0420118736995,71.834577,2.505386
80,71,10240.0,10.240000,31.76721191,128,0,adaptive_v1,0,1,29.6394702487,16.072559002,-0.0272764432999,20,1,0.958182858137,0.0418171418633,72.627172,2.505386
81,72,10368.0,10.368000,31.24869275,128,0,adaptive_v1,0,1,29.6394702487,16.072559002,-0.0272764432999,20,1,0.958480779096,0.0415192209039,73.431324,2.505386
82,73,10496.0,10.496000,34.75908136,128,0,adaptive_v1,0,1,29.6394702487,16.072559002,-0.0272764432999,20,1,0.957969279106,0.0420307208939,74.255073,2.505386
83,74,10624.0,10.624000,34.86050725,128,0,adaptive_v1,0,1,29.9914105558,16.072559002,-0.0276883307385,21,1,0.957880143566,0.0421198564342,75.061488,2.505386
84,75,10752.0,10.752000,33.92898989,128,0,adaptive_v1,0,1,29.9914105558,16.072559002,-0.0276883307385,21,1,0.957911849476,0.0420881505237,75.876712,2.505386
85,76,10880.0,10.880000,31.40369821,128,0,adaptive_v1,0,1,29.9914105558,16.072559002,-0.0276883307385,21,1,0.958168498443,0.0418315015573,76.697878,2.505386
86,77,11008.0,11.008000,28.84155893,128,0,adaptive_v1,0,1,30.1314110678,16.072559002,-0.0278493645873,22,1,0.959318072589,0.0406819274106,77.488628,2.505386
87,78,11136.0,11.136000,31.47267675,128,0,adaptive_v1,0,1,30.1314110678,16.072559002,-0.0278493645873,22,1,0.958244204224,0.0417557957756,78.284268,2.505386
88,79,11264.0,11.264000,32.04025507,128,0,adaptive_v1,0,1,30.1314110678,16.072559002,-0.0278493645873,22,1,0.957909928901,0.0420900710987,79.111717,2.505386
89,80,11392.0,11.392000,31.65333414,128,0,adaptive_v1,0,1,30.1314110678,16.072559002,-0.0278493645873,22,1,0.958075988051,0.0419240119487,79.907035,2.505386
90,81,11520.0,11.520000,33.96595526,128,0,adaptive_v1,0,1,30.3465754915,16.072559002,-0.0280937926772,23,1,0.957701946058,0.0422980539415,80.697462,2.505386
91,82,11648.0,11.648000,33.97131252,128,0,adaptive_v1,0,1,30.3465754915,16.072559002,-0.0280937926772,23,1,0.956844898766,0.0431551012345,81.484674,2.505386
92,83,11776.0,11.776000,28.74119949,128,0,adaptive_v1,0,1,30.3465754915,16.072559002,-0.0280937926772,23,1,0.95897435494,0.0410256450598,82.285716,2.505386
93,84,11904.0,11.904000,34.95673275,128,0,adaptive_v1,0,1,30.3465754915,16.072559002,-0.0280937926772,23,1,0.956840982568,0.0431590174323,83.098202,2.505386
94,85,12032.0,12.032000,30.70221901,128,0,adaptive_v1,0,1,30.5212045368,16.072559002,-0.0282894838458,24,1,0.957949143121,0.0420508568788,83.891235,2.505386
95,86,12160.0,12.160000,29.59623957,128,0,adaptive_v1,0,1,30.5212045368,16.072559002,-0.0282894838458,24,1,0.957709539819,0.0422904601811,84.686441,2.505386
96,87,12288.0,12.288000,30.72983313,128,0,adaptive_v1,0,1,30.5212045368,16.072559002,-0.0282894838458,24,1,0.957750282108,0.0422497178921,85.473325,2.505386
97,88,12416.0,12.416000,33.06428957,128,0,adaptive_v1,0,1,30.5212045368,16.072559002,-0.0282894838458,24,1,0.956816876499,0.0431831235011,86.271101,2.505386
98,89,12544.0,12.544000,30.29525900,128,0,adaptive_v1,0,1,30.5612246146,16.072559002,-0.0283339954402,25,1,0.957577253354,0.0424227466458,87.051596,2.505386
99,90,12672.0,12.672000,30.59500289,128,0,adaptive_v1,0,1,30.5612246146,16.072559002,-0.0283339954402,25,1,0.957801901092,0.0421980989077,87.836849,2.505386
100,91,12800.0,12.800000,31.59626365,128,0,adaptive_v1,0,1,30.5612246146,16.072559002,-0.0283339954402,25,1,0.957410416762,0.0425895832381,88.633326,2.505386
101,92,12928.0,12.928000,28.86294413,128,0,adaptive_v1,0,1,30.5612246146,16.072559002,-0.0283339954402,25,1,0.95822341519,0.0417765848102,89.427949,2.505386
102,93,13056.0,13.056000,33.05708003,128,0,adaptive_v1,0,1,30.6078844205,16.072559002,-0.0283857351899,26,1,0.957030627481,0.0429693725191,90.221250,2.505386
103,94,13184.0,13.184000,30.83734155,128,0,adaptive_v1,0,1,30.6078844205,16.072559002,-0.0283857351899,26,1,0.957511760569,0.0424882394311,91.008963,2.505386
104,95,13312.0,13.312000,32.61736393,128,0,adaptive_v1,0,1,30.6078844205,16.072559002,-0.0283857351899,26,1,0.957188150429,0.0428118495713,91.838930,2.505386
105,96,13440.0,13.440000,29.98017120,128,0,adaptive_v1,0,1,30.6078844205,16.072559002,-0.0283857351899,26,1,0.957557135255,0.0424428647455,92.649364,2.505386
106,97,13568.0,13.568000,30.30504417,128,0,adaptive_v1,0,1,30.6405939998,16.072559002,-0.0284219056273,27,1,0.957249719035,0.0427502809648,93.468090,2.505386
107,98,13696.0,13.696000,29.39931250,128,0,adaptive_v1,0,1,30.6405939998,16.072559002,-0.0284219056273,27,1,0.957426263675,0.0425737363251,94.302288,2.505386
108,99,13824.0,13.824000,31.50359035,128,0,adaptive_v1,0,1,30.6405939998,16.072559002,-0.0284219056273,27,1,0.9576225991,0.0423774008995,95.134226,2.505386
109,100,13952.0,13.952000,34.10345411,128,0,adaptive_v1,0,1,30.6405939998,16.072559002,-0.0284219056273,27,1,0.956663317871,0.0433366821288,95.989279,2.505386
110,101,14080.0,14.080000,31.02519560,128,0,adaptive_v1,0,1,30.7273234137,16.072559002,-0.0285174131113,28,1,0.95765187499,0.0423481250102,96.864786,2.505386
111,102,14208.0,14.208000,33.35685825,128,0,adaptive_v1,0,1,30.7273234137,16.072559002,-0.0285174131113,28,1,0.956786909367,0.0432130906326,97.739222,2.505386
112,103,14336.0,14.336000,34.08397841,128,0,adaptive_v1,0,1,30.7273234137,16.072559002,-0.0285174131113,28,1,0.956377015675,0.0436229843254,98.600759,2.505386
113,104,14464.0,14.464000,30.70986223,128,0,adaptive_v1,0,1,30.7273234137,16.072559002,-0.0285174131113,28,1,0.957591683591,0.0424083164088,99.456092,2.505386
114,105,14592.0,14.592000,30.75718045,128,0,adaptive_v1,0,1,30.8772880561,16.072559002,-0.0286812008388,29,1,0.957437163966,0.0425628360336,100.237066,2.505386
115,106,14720.0,14.720000,33.81898046,128,0,adaptive_v1,0,1,30.8772880561,16.072559002,-0.0286812008388,29,1,0.956702630601,0.0432973693988,101.072160,2.505386
116,107,14848.0,14.848000,30.00791311,128,0,adaptive_v1,0,1,30.8772880561,16.072559002,-0.0286812008388,29,1,0.957319979923,0.0426800200774,101.974346,2.505386
117,108,14976.0,14.976000,31.51177049,128,0,adaptive_v1,0,1,30.8772880561,16.072559002,-0.0286812008388,29,1,0.9571915193,0.0428084807001,102.844509,2.505386
118,109,15104.0,15.104000,31.93032217,128,0,adaptive_v1,0,1,30.9712839061,16.072559002,-0.0287829931916,30,1,0.956864190923,0.0431358090774,103.650627,2.505386
119,110,15232.0,15.232000,29.00159240,128,0,adaptive_v1,0,1,30.9712839061,16.072559002,-0.0287829931916,30,1,0.957310533631,0.0426894663688,104.432372,2.505386
120,111,15360.0,15.360000,30.92710948,128,0,adaptive_v1,0,1,30.9712839061,16.072559002,-0.0287829931916,30,1,0.957087837234,0.0429121627658,105.219055,2.505386
121,112,15488.0,15.488000,32.56538224,128,0,adaptive_v1,0,1,30.9712839061,16.072559002,-0.0287829931916,30,1,0.956727420118,0.0432725798825,106.028622,2.505386
122,113,15616.0,15.616000,35.14518332,128,0,adaptive_v1,0,1,31.0651372016,16.072559002,-0.02888397022,31,1,0.956120363939,0.0438796360609,106.828312,2.505386
123,114,15744.0,15.744000,32.51698303,128,0,adaptive_v1,0,1,31.0651372016,16.072559002,-0.02888397022,31,1,0.956419171651,0.043580828349,107.619944,2.505386
124,115,15872.0,15.872000,29.09931350,128,0,adaptive_v1,0,1,31.0651372016,16.072559002,-0.02888397022,31,1,0.957290248575,0.0427097514246,108.428256,2.505386
125,116,16000.0,16.000000,30.32159686,128,0,adaptive_v1,0,2,31.0232199278,16.072559002,-0.0288389525964,32,1,0.957072216856,0.0429277831435,109.243015,2.505386
126,117,16128,16.128000,34.48169136,128,0,adaptive_v1,0,2,31.0232199278,16.072559002,-0.0288389525964,32,1,0.956188386366,0.0438116136345,117.383948,6.204762
127,118,16256,16.256000,31.37302899,128,0,adaptive_v1,0,2,31.0232199278,16.072559002,-0.0288389525964,32,1,0.956901770298,0.0430982297024,118.174226,6.204762
128,119,16384,16.384000,29.55261374,128,0,adaptive_v1,0,2,31.0232199278,16.072559002,-0.0288389525964,32,1,0.957472404447,0.042527595553,118.972254,6.204762
129,120,16512,16.512000,33.75522518,128,0,adaptive_v1,0,2,31.1499619168,16.072559002,-0.0289746693768,33,1,0.95603371759,0.0439662824104,119.757243,6.204762
130,121,16640,16.640000,32.76136637,128,0,adaptive_v1,0,2,31.1499619168,16.072559002,-0.0289746693768,33,1,0.956264354766,0.0437356452338,120.546036,6.204762
131,122,16768,16.768000,30.29155493,128,0,adaptive_v1,0,2,31.1499619168,16.072559002,-0.0289746693768,33,1,0.957033792189,0.0429662078113,121.323922,6.204762
132,123,16896,16.896000,32.87820816,128,0,adaptive_v1,0,2,31.1499619168,16.072559002,-0.0289746693768,33,1,0.956380859966,0.0436191400344,122.107616,6.204762
133,124,17024,17.024000,34.04577971,128,0,adaptive_v1,0,2,31.2843884541,16.072559002,-0.0291173180249,34,1,0.955767598582,0.0442324014177,122.897694,6.204762
134,125,17152,17.152000,28.47991872,128,0,adaptive_v1,0,2,31.2843884541,16.072559002,-0.0291173180249,34,1,0.957547542613,0.0424524573866,123.677826,6.204762
135,126,17280,17.280000,31.67294955,128,0,adaptive_v1,0,2,31.2843884541,16.072559002,-0.0291173180249,34,1,0.956450121188,0.0435498788119,124.458620,6.204762
136,127,17408,17.408000,34.29071665,128,0,adaptive_v1,0,2,31.2843884541,16.072559002,-0.0291173180249,34,1,0.955775330698,0.0442246693018,125.239909,6.204762
137,128,17536,17.536000,31.78370523,128,0,adaptive_v1,0,2,31.3116318626,16.072559002,-0.0291460663382,35,1,0.956745023415,0.0432549765854,126.023499,6.204762
138,129,17664,17.664000,29.77819014,128,0,adaptive_v1,0,2,31.3116318626,16.072559002,-0.0291460663382,35,1,0.956788166239,0.0432118337613,126.805185,6.204762
139,130,17792,17.792000,31.22153497,128,0,adaptive_v1,0,2,31.3116318626,16.072559002,-0.0291460663382,35,1,0.956389446751,0.0436105532491,127.584277,6.204762
140,131,17920,17.920000,34.01763153,128,0,adaptive_v1,0,2,31.3116318626,16.072559002,-0.0291460663382,35,1,0.956062370917,0.0439376290829,128.373242,6.204762
141,132,18048,18.048000,30.18540335,128,0,adaptive_v1,0,2,31.3105376758,16.072559002,-0.0291449127535,36,1,0.956722701108,0.0432772988923,129.173238,6.204762
142,133,18176,18.176000,31.11895061,128,0,adaptive_v1,0,2,31.3105376758,16.072559002,-0.0291449127535,36,1,0.9565903075,0.0434096924996,129.957526,6.204762
143,134,18304,18.304000,32.06997108,128,0,adaptive_v1,0,2,31.3105376758,16.072559002,-0.0291449127535,36,1,0.956182885989,0.0438171140115,130.749355,6.204762
144,135,18432,18.432000,28.85897565,128,0,adaptive_v1,0,2,31.3105376758,16.072559002,-0.0291449127535,36,1,0.957229585065,0.0427704149351,131.529520,6.204762
145,136,18560,18.560000,32.42760134,128,0,adaptive_v1,0,2,31.2913713752,16.072559002,-0.0291246918422,37,1,0.956087257918,0.0439127420816,132.307811,6.204762
146,137,18688,18.688000,30.45953631,128,0,adaptive_v1,0,2,31.2913713752,16.072559002,-0.0291246918422,37,1,0.956733573299,0.0432664267009,133.092502,6.204762
147,138,18816,18.816000,31.26556802,128,0,adaptive_v1,0,2,31.2913713752,16.072559002,-0.0291246918422,37,1,0.95650735437,0.0434926456299,133.881474,6.204762
148,139,18944,18.944000,34.15321112,128,0,adaptive_v1,0,2,31.2913713752,16.072559002,-0.0291246918422,37,1,0.956032720351,0.0439672796489,134.669465,6.204762
149,140,19072,19.072000,32.93644261,128,0,adaptive_v1,0,2,31.3826031892,16.072559002,-0.0292207042167,38,1,0.956197311112,0.0438026888881,135.452292,6.204762
150,141,19200,19.200000,30.30612159,128,0,adaptive_v1,0,2,31.3826031892,16.072559002,-0.0292207042167,38,1,0.956262660701,0.0437373392991,136.194463,6.204762
151,142,19328,19.328000,28.96059179,128,0,adaptive_v1,0,2,31.3826031892,16.072559002,-0.0292207042167,38,1,0.956938283908,0.0430617160916,136.934196,6.204762
152,143,19456,19.456000,29.00436711,128,0,adaptive_v1,0,2,31.3826031892,16.072559002,-0.0292207042167,38,1,0.956894290731,0.0431057092685,137.678868,6.204762
153,144,19584,19.584000,33.66110492,128,0,adaptive_v1,0,2,31.2926475056,16.072559002,-0.029126039024,39,1,0.955853965494,0.0441460345059,138.415560,6.204762
154,145,19712,19.712000,35.41729689,128,0,adaptive_v1,0,2,31.2926475056,16.072559002,-0.029126039024,39,1,0.955495577023,0.0445044229766,139.164711,6.204762
155,146,19840,19.840000,27.10219932,128,0,adaptive_v1,0,2,31.2926475056,16.072559002,-0.029126039024,39,1,0.957471701232,0.0425282987678,139.899760,6.204762
156,147,19968,19.968000,32.36697984,128,0,adaptive_v1,0,2,31.2926475056,16.072559002,-0.029126039024,39,1,0.956095343245,0.0439046567551,140.636528,6.204762
157,148,20096,20.096000,30.51916862,128,0,adaptive_v1,0,2,31.2985238714,16.072559002,-0.0291322410349,40,1,0.956623816349,0.043376183651,141.375947,6.204762
158,149,20224,20.224000,30.62536907,128,0,adaptive_v1,0,2,31.2985238714,16.072559002,-0.0291322410349,40,1,0.956436312627,0.0435636873731,142.110334,6.204762
159,150,20352,20.352000,33.08158731,128,0,adaptive_v1,0,2,31.2985238714,16.072559002,-0.0291322410349,40,1,0.955996695675,0.0440033043252,142.854027,6.204762
160,151,20480,20.480000,29.08117843,128,0,adaptive_v1,0,2,31.2985238714,16.072559002,-0.0291322410349,40,1,0.956816696627,0.0431833033728,143.603863,6.204762
