attempted_iteration,successful_optimizer_steps,processed_kimg,loss,grad_scale,step_skipped,schedule,stage,next_loop_cur_tick,loss_ema,loss_reference,correction,signal_updates,adaptive_active,r_over_t_mean,gap_mean,seconds,peak_vram_mib
23,14,2.944000,33.08703637,128,false,adaptive_v1,0,1,19.8248651736,16.2829611748,-0.00971575561908,5,1,0.975322056928,0.0246779430721,26.598191,2564.327424
24,15,3.072000,31.51176167,128,false,adaptive_v1,0,1,21.1040683788,16.2829611748,-0.0126842142812,6,1,0.975633409659,0.0243665903406,27.461651,2564.327424
25,16,3.200000,29.58900881,128,false,adaptive_v1,0,1,21.1040683788,16.2829611748,-0.0126842142812,6,1,0.97272625414,0.0272737458601,28.357804,2564.327424
26,17,3.328000,29.42191505,128,false,adaptive_v1,0,1,21.1040683788,16.2829611748,-0.0126842142812,6,1,0.973360331036,0.0266396689639,29.187537,2564.327424
27,18,3.456000,31.57292032,128,false,adaptive_v1,0,1,21.1040683788,16.2829611748,-0.0126842142812,6,1,0.972695896866,0.0273041031337,30.040858,2564.327424
28,19,3.584000,33.80850625,128,false,adaptive_v1,0,1,22.1034703018,16.2829611748,-0.0148221508055,7,1,0.972018160537,0.0279818394625,30.885729,2564.327424
29,20,3.712000,29.53680587,128,false,adaptive_v1,0,1,22.1034703018,16.2829611748,-0.0148221508055,7,1,0.971277421218,0.0287225787818,31.724561,2564.327424
30,21,3.840000,31.85845685,128,false,adaptive_v1,0,1,22.1034703018,16.2829611748,-0.0148221508055,7,1,0.970399202625,0.0296007973747,32.585897,2564.327424
31,22,3.968000,29.66158175,128,false,adaptive_v1,0,1,22.1034703018,16.2829611748,-0.0148221508055,7,1,0.970963642628,0.0290363573718,33.446417,2564.327424
32,23,4.096000,31.16120934,128,false,adaptive_v1,0,1,22.948574617,16.2829611748,-0.0165137365832,8,1,0.97072027452,0.0292797254804,34.321192,2564.327424
33,24,4.224000,32.62975955,128,false,adaptive_v1,0,1,22.948574617,16.2829611748,-0.0165137365832,8,1,0.968651396154,0.0313486038463,35.217339,2564.327424
34,25,4.352000,32.04430676,128,false,adaptive_v1,0,1,22.948574617,16.2829611748,-0.0165137365832,8,1,0.968951366152,0.0310486338484,36.160878,2564.327424
35,26,4.480000,31.18535376,128,false,adaptive_v1,0,1,22.948574617,16.2829611748,-0.0165137365832,8,1,0.969026480132,0.0309735198683,37.092518,2564.327424
36,27,4.608000,30.99911666,128,false,adaptive_v1,0,1,23.8251805733,16.2829611748,-0.0181624537465,9,1,0.968873198858,0.0311268011418,37.932499,2564.327424
